Date,Source,Currency,ExchangeRate
23-Apr-23,USD,USD,1
24-Apr-23,USD,USD,1
25-Apr-23,USD,USD,1
26-Apr-23,USD,USD,1
27-Apr-23,USD,USD,1
28-Apr-23,USD,USD,1
29-Apr-23,USD,USD,1
30-Apr-23,USD,USD,1
1-May-23,USD,USD,1
2-May-23,USD,USD,1
3-May-23,USD,USD,1
4-May-23,USD,USD,1
5-May-23,USD,USD,1
6-May-23,USD,USD,1
7-May-23,USD,USD,1
8-May-23,USD,USD,1
9-May-23,USD,USD,1
10-May-23,USD,USD,1
11-May-23,USD,USD,1
12-May-23,USD,USD,1
13-May-23,USD,USD,1
14-May-23,USD,USD,1
15-May-23,USD,USD,1
16-May-23,USD,USD,1
17-May-23,USD,USD,1
18-May-23,USD,USD,1
19-May-23,USD,USD,1
20-May-23,USD,USD,1
21-May-23,USD,USD,1
22-May-23,USD,USD,1
23-May-23,USD,USD,1
24-May-23,USD,USD,1
25-May-23,USD,USD,1
26-May-23,USD,USD,1
27-May-23,USD,USD,1
28-May-23,USD,USD,1
29-May-23,USD,USD,1
30-May-23,USD,USD,1
31-May-23,USD,USD,1
1-Jun-23,USD,USD,1
2-Jun-23,USD,USD,1
3-Jun-23,USD,USD,1
4-Jun-23,USD,USD,1
5-Jun-23,USD,USD,1
6-Jun-23,USD,USD,1
7-Jun-23,USD,USD,1
8-Jun-23,USD,USD,1
9-Jun-23,USD,USD,1
10-Jun-23,USD,USD,1
11-Jun-23,USD,USD,1
12-Jun-23,USD,USD,1
13-Jun-23,USD,USD,1
14-Jun-23,USD,USD,1
15-Jun-23,USD,USD,1
16-Jun-23,USD,USD,1
17-Jun-23,USD,USD,1
18-Jun-23,USD,USD,1
19-Jun-23,USD,USD,1
20-Jun-23,USD,USD,1
21-Jun-23,USD,USD,1
22-Jun-23,USD,USD,1
23-Jun-23,USD,USD,1
24-Jun-23,USD,USD,1
25-Jun-23,USD,USD,1
26-Jun-23,USD,USD,1
27-Jun-23,USD,USD,1
28-Jun-23,USD,USD,1
29-Jun-23,USD,USD,1
30-Jun-23,USD,USD,1
1-Jul-23,USD,USD,1
2-Jul-23,USD,USD,1
3-Jul-23,USD,USD,1
4-Jul-23,USD,USD,1
5-Jul-23,USD,USD,1
6-Jul-23,USD,USD,1
7-Jul-23,USD,USD,1
8-Jul-23,USD,USD,1
9-Jul-23,USD,USD,1
10-Jul-23,USD,USD,1
11-Jul-23,USD,USD,1
12-Jul-23,USD,USD,1
13-Jul-23,USD,USD,1
14-Jul-23,USD,USD,1
15-Jul-23,USD,USD,1
16-Jul-23,USD,USD,1
17-Jul-23,USD,USD,1
18-Jul-23,USD,USD,1
19-Jul-23,USD,USD,1
20-Jul-23,USD,USD,1
21-Jul-23,USD,USD,1
22-Jul-23,USD,USD,1
23-Jul-23,USD,USD,1
24-Jul-23,USD,USD,1
25-Jul-23,USD,USD,1
26-Jul-23,USD,USD,1
27-Jul-23,USD,USD,1
28-Jul-23,USD,USD,1
29-Jul-23,USD,USD,1
30-Jul-23,USD,USD,1
31-Jul-23,USD,USD,1
1-Aug-23,USD,USD,1
2-Aug-23,USD,USD,1
3-Aug-23,USD,USD,1
4-Aug-23,USD,USD,1
5-Aug-23,USD,USD,1
6-Aug-23,USD,USD,1
7-Aug-23,USD,USD,1
8-Aug-23,USD,USD,1
9-Aug-23,USD,USD,1
10-Aug-23,USD,USD,1
11-Aug-23,USD,USD,1
12-Aug-23,USD,USD,1
13-Aug-23,USD,USD,1
14-Aug-23,USD,USD,1
15-Aug-23,USD,USD,1
16-Aug-23,USD,USD,1
17-Aug-23,USD,USD,1
18-Aug-23,USD,USD,1
19-Aug-23,USD,USD,1
20-Aug-23,USD,USD,1
21-Aug-23,USD,USD,1
22-Aug-23,USD,USD,1
23-Aug-23,USD,USD,1
24-Aug-23,USD,USD,1
25-Aug-23,USD,USD,1
26-Aug-23,USD,USD,1
27-Aug-23,USD,USD,1
28-Aug-23,USD,USD,1
29-Aug-23,USD,USD,1
30-Aug-23,USD,USD,1
31-Aug-23,USD,USD,1
1-Sep-23,USD,USD,1
2-Sep-23,USD,USD,1
3-Sep-23,USD,USD,1
4-Sep-23,USD,USD,1
5-Sep-23,USD,USD,1
6-Sep-23,USD,USD,1
7-Sep-23,USD,USD,1
8-Sep-23,USD,USD,1
9-Sep-23,USD,USD,1
10-Sep-23,USD,USD,1
11-Sep-23,USD,USD,1
12-Sep-23,USD,USD,1
13-Sep-23,USD,USD,1
14-Sep-23,USD,USD,1
15-Sep-23,USD,USD,1
16-Sep-23,USD,USD,1
17-Sep-23,USD,USD,1
18-Sep-23,USD,USD,1
19-Sep-23,USD,USD,1
20-Sep-23,USD,USD,1
21-Sep-23,USD,USD,1
22-Sep-23,USD,USD,1
23-Sep-23,USD,USD,1
24-Sep-23,USD,USD,1
25-Sep-23,USD,USD,1
26-Sep-23,USD,USD,1
27-Sep-23,USD,USD,1
28-Sep-23,USD,USD,1
29-Sep-23,USD,USD,1
30-Sep-23,USD,USD,1
1-Oct-23,USD,USD,1
2-Oct-23,USD,USD,1
3-Oct-23,USD,USD,1
4-Oct-23,USD,USD,1
5-Oct-23,USD,USD,1
6-Oct-23,USD,USD,1
7-Oct-23,USD,USD,1
8-Oct-23,USD,USD,1
9-Oct-23,USD,USD,1
10-Oct-23,USD,USD,1
11-Oct-23,USD,USD,1
12-Oct-23,USD,USD,1
13-Oct-23,USD,USD,1
14-Oct-23,USD,USD,1
15-Oct-23,USD,USD,1
16-Oct-23,USD,USD,1
17-Oct-23,USD,USD,1
18-Oct-23,USD,USD,1
19-Oct-23,USD,USD,1
20-Oct-23,USD,USD,1
21-Oct-23,USD,USD,1
22-Oct-23,USD,USD,1
23-Oct-23,USD,USD,1
24-Oct-23,USD,USD,1
25-Oct-23,USD,USD,1
26-Oct-23,USD,USD,1
27-Oct-23,USD,USD,1
28-Oct-23,USD,USD,1
29-Oct-23,USD,USD,1
30-Oct-23,USD,USD,1
31-Oct-23,USD,USD,1
1-Nov-23,USD,USD,1
2-Nov-23,USD,USD,1
3-Nov-23,USD,USD,1
4-Nov-23,USD,USD,1
5-Nov-23,USD,USD,1
6-Nov-23,USD,USD,1
7-Nov-23,USD,USD,1
8-Nov-23,USD,USD,1
9-Nov-23,USD,USD,1
10-Nov-23,USD,USD,1
11-Nov-23,USD,USD,1
12-Nov-23,USD,USD,1
13-Nov-23,USD,USD,1
14-Nov-23,USD,USD,1
15-Nov-23,USD,USD,1
16-Nov-23,USD,USD,1
17-Nov-23,USD,USD,1
18-Nov-23,USD,USD,1
19-Nov-23,USD,USD,1
20-Nov-23,USD,USD,1
21-Nov-23,USD,USD,1
22-Nov-23,USD,USD,1
23-Nov-23,USD,USD,1
24-Nov-23,USD,USD,1
25-Nov-23,USD,USD,1
26-Nov-23,USD,USD,1
27-Nov-23,USD,USD,1
28-Nov-23,USD,USD,1
29-Nov-23,USD,USD,1
30-Nov-23,USD,USD,1
1-Dec-23,USD,USD,1
2-Dec-23,USD,USD,1
3-Dec-23,USD,USD,1
4-Dec-23,USD,USD,1
5-Dec-23,USD,USD,1
6-Dec-23,USD,USD,1
7-Dec-23,USD,USD,1
8-Dec-23,USD,USD,1
9-Dec-23,USD,USD,1
10-Dec-23,USD,USD,1
11-Dec-23,USD,USD,1
12-Dec-23,USD,USD,1
13-Dec-23,USD,USD,1
14-Dec-23,USD,USD,1
15-Dec-23,USD,USD,1
16-Dec-23,USD,USD,1
17-Dec-23,USD,USD,1
18-Dec-23,USD,USD,1
19-Dec-23,USD,USD,1
20-Dec-23,USD,USD,1
21-Dec-23,USD,USD,1
22-Dec-23,USD,USD,1
23-Dec-23,USD,USD,1
24-Dec-23,USD,USD,1
25-Dec-23,USD,USD,1
26-Dec-23,USD,USD,1
27-Dec-23,USD,USD,1
28-Dec-23,USD,USD,1
29-Dec-23,USD,USD,1
30-Dec-23,USD,USD,1
31-Dec-23,USD,USD,1
1-Jan-24,USD,GBP,0.78568
2-Jan-24,USD,GBP,0.79224
3-Jan-24,USD,GBP,0.78905
4-Jan-24,USD,GBP,0.788435
5-Jan-24,USD,GBP,0.785769
6-Jan-24,USD,GBP,0.785855
7-Jan-24,USD,GBP,0.78642
8-Jan-24,USD,GBP,0.784715
9-Jan-24,USD,GBP,0.786775
10-Jan-24,USD,GBP,0.784655
11-Jan-24,USD,GBP,0.782655
12-Jan-24,USD,GBP,0.784375
13-Jan-24,USD,GBP,0.78456
14-Jan-24,USD,GBP,0.78518
15-Jan-24,USD,GBP,0.78655
16-Jan-24,USD,GBP,0.79128
17-Jan-24,USD,GBP,0.78887
18-Jan-24,USD,GBP,0.786835
19-Jan-24,USD,GBP,0.787154
20-Jan-24,USD,GBP,0.787154
21-Jan-24,USD,GBP,0.787525
22-Jan-24,USD,GBP,0.78705
23-Jan-24,USD,GBP,0.788005
24-Jan-24,USD,GBP,0.78622
25-Jan-24,USD,GBP,0.786935
26-Jan-24,USD,GBP,0.786844
27-Jan-24,USD,GBP,0.786844
28-Jan-24,USD,GBP,0.78759
29-Jan-24,USD,GBP,0.78663
30-Jan-24,USD,GBP,0.78772
31-Jan-24,USD,GBP,0.7888
1-Feb-24,USD,GBP,0.78453
2-Feb-24,USD,GBP,0.79164
3-Feb-24,USD,GBP,0.791578
4-Feb-24,USD,GBP,0.79213
5-Feb-24,USD,GBP,0.79784
6-Feb-24,USD,GBP,0.793365
7-Feb-24,USD,GBP,0.79198
8-Feb-24,USD,GBP,0.792415
9-Feb-24,USD,GBP,0.79225
10-Feb-24,USD,GBP,0.791828
11-Feb-24,USD,GBP,0.791355
12-Feb-24,USD,GBP,0.791995
13-Feb-24,USD,GBP,0.79425
14-Feb-24,USD,GBP,0.79569
15-Feb-24,USD,GBP,0.793749
16-Feb-24,USD,GBP,0.793525
17-Feb-24,USD,GBP,0.793525
18-Feb-24,USD,GBP,0.79299
19-Feb-24,USD,GBP,0.794485
20-Feb-24,USD,GBP,0.79202
21-Feb-24,USD,GBP,0.791298
22-Feb-24,USD,GBP,0.78969
23-Feb-24,USD,GBP,0.788706
24-Feb-24,USD,GBP,0.788706
25-Feb-24,USD,GBP,0.789135
26-Feb-24,USD,GBP,0.78825
27-Feb-24,USD,GBP,0.788585
28-Feb-24,USD,GBP,0.78989
29-Feb-24,USD,GBP,0.79208
1-Mar-24,USD,GBP,0.790077
2-Mar-24,USD,GBP,0.790077
3-Mar-24,USD,GBP,0.789903
4-Mar-24,USD,GBP,0.78795
5-Mar-24,USD,GBP,0.787125
6-Mar-24,USD,GBP,0.785245
7-Mar-24,USD,GBP,0.780401
8-Mar-24,USD,GBP,0.777907
9-Mar-24,USD,GBP,0.777726
10-Mar-24,USD,GBP,0.777925
11-Mar-24,USD,GBP,0.780068
12-Mar-24,USD,GBP,0.781535
13-Mar-24,USD,GBP,0.781155
14-Mar-24,USD,GBP,0.784605
15-Mar-24,USD,GBP,0.785361
16-Mar-24,USD,GBP,0.785484
17-Mar-24,USD,GBP,0.785491
18-Mar-24,USD,GBP,0.785755
19-Mar-24,USD,GBP,0.786251
20-Mar-24,USD,GBP,0.78138
21-Mar-24,USD,GBP,0.789855
22-Mar-24,USD,GBP,0.793588
23-Mar-24,USD,GBP,0.793588
24-Mar-24,USD,GBP,0.79377
25-Mar-24,USD,GBP,0.79131
26-Mar-24,USD,GBP,0.79189
27-Mar-24,USD,GBP,0.79265
28-Mar-24,USD,GBP,0.79205
29-Mar-24,USD,GBP,0.792016
30-Mar-24,USD,GBP,0.792016
31-Mar-24,USD,GBP,0.79134
1-Apr-24,USD,GBP,0.79715
2-Apr-24,USD,GBP,0.79514
3-Apr-24,USD,GBP,0.79035
4-Apr-24,USD,GBP,0.791149
5-Apr-24,USD,GBP,0.791202
6-Apr-24,USD,GBP,0.791264
7-Apr-24,USD,GBP,0.792101
8-Apr-24,USD,GBP,0.79006
9-Apr-24,USD,GBP,0.78883
10-Apr-24,USD,GBP,0.79765
11-Apr-24,USD,GBP,0.79654
12-Apr-24,USD,GBP,0.80285
13-Apr-24,USD,GBP,0.802762
14-Apr-24,USD,GBP,0.80248
15-Apr-24,USD,GBP,0.80341
16-Apr-24,USD,GBP,0.80451
17-Apr-24,USD,GBP,0.803021
18-Apr-24,USD,GBP,0.80411
19-Apr-24,USD,GBP,0.808507
20-Apr-24,USD,GBP,0.808473
21-Apr-24,USD,GBP,0.80807
22-Apr-24,USD,GBP,0.809749
23-Apr-24,USD,GBP,0.803045
24-Apr-24,USD,GBP,0.802699
25-Apr-24,USD,GBP,0.79946
26-Apr-24,USD,GBP,0.800769
27-Apr-24,USD,GBP,0.799877
28-Apr-24,USD,GBP,0.79942
29-Apr-24,USD,GBP,0.79622
30-Apr-24,USD,GBP,0.80066
1-May-24,USD,GBP,0.79753
2-May-24,USD,GBP,0.797461
3-May-24,USD,GBP,0.79694
4-May-24,USD,GBP,0.79694
5-May-24,USD,GBP,0.79741
6-May-24,USD,GBP,0.79622
7-May-24,USD,GBP,0.79994
8-May-24,USD,GBP,0.80046
9-May-24,USD,GBP,0.798401
10-May-24,USD,GBP,0.798467
11-May-24,USD,GBP,0.801635
12-May-24,USD,GBP,0.79857
13-May-24,USD,GBP,0.796098
14-May-24,USD,GBP,0.79461
15-May-24,USD,GBP,0.78805
16-May-24,USD,GBP,0.789185
17-May-24,USD,GBP,0.787278
18-May-24,USD,GBP,0.789609
19-May-24,USD,GBP,0.78703
20-May-24,USD,GBP,0.786805
21-May-24,USD,GBP,0.78673
22-May-24,USD,GBP,0.78615
23-May-24,USD,GBP,0.7878
24-May-24,USD,GBP,0.784868
25-May-24,USD,GBP,0.789609
26-May-24,USD,GBP,0.785202
27-May-24,USD,GBP,0.78297
28-May-24,USD,GBP,0.78385
29-May-24,USD,GBP,0.787554
30-May-24,USD,GBP,0.785625
31-May-24,USD,GBP,0.78515
1-Jun-24,USD,GBP,0.785114
2-Jun-24,USD,GBP,0.78467
3-Jun-24,USD,GBP,0.780655
4-Jun-24,USD,GBP,0.78295
5-Jun-24,USD,GBP,0.78165
6-Jun-24,USD,GBP,0.781745
7-Jun-24,USD,GBP,0.785608
8-Jun-24,USD,GBP,0.787371
9-Jun-24,USD,GBP,0.78561
10-Jun-24,USD,GBP,0.785795
11-Jun-24,USD,GBP,0.78494
12-Jun-24,USD,GBP,0.781505
13-Jun-24,USD,GBP,0.78405
14-Jun-24,USD,GBP,0.789141
15-Jun-24,USD,GBP,0.789921
16-Jun-24,USD,GBP,0.78849
17-Jun-24,USD,GBP,0.786473
18-Jun-24,USD,GBP,0.786895
19-Jun-24,USD,GBP,0.786135
20-Jun-24,USD,GBP,0.78995
21-Jun-24,USD,GBP,0.790451
22-Jun-24,USD,GBP,0.790295
23-Jun-24,USD,GBP,0.79125
24-Jun-24,USD,GBP,0.788505
25-Jun-24,USD,GBP,0.788457
26-Jun-24,USD,GBP,0.79231
27-Jun-24,USD,GBP,0.79081
28-Jun-24,USD,GBP,0.790576
29-Jun-24,USD,GBP,0.790576
30-Jun-24,USD,GBP,0.79063
1-Jul-24,USD,GBP,0.79075
2-Jul-24,USD,GBP,0.78805
3-Jul-24,USD,GBP,0.784535
4-Jul-24,USD,GBP,0.78405
5-Jul-24,USD,GBP,0.780457
6-Jul-24,USD,GBP,0.781525
7-Jul-24,USD,GBP,0.780815
8-Jul-24,USD,GBP,0.780305
9-Jul-24,USD,GBP,0.78205
10-Jul-24,USD,GBP,0.778075
11-Jul-24,USD,GBP,0.77387
12-Jul-24,USD,GBP,0.770475
13-Jul-24,USD,GBP,0.787309
14-Jul-24,USD,GBP,0.77125
15-Jul-24,USD,GBP,0.77105
16-Jul-24,USD,GBP,0.770594
17-Jul-24,USD,GBP,0.76882
18-Jul-24,USD,GBP,0.77215
19-Jul-24,USD,GBP,0.77439
20-Jul-24,USD,GBP,0.774174
21-Jul-24,USD,GBP,0.773255
22-Jul-24,USD,GBP,0.77329
23-Jul-24,USD,GBP,0.775135
24-Jul-24,USD,GBP,0.77523
25-Jul-24,USD,GBP,0.77785
26-Jul-24,USD,GBP,0.777122
27-Jul-24,USD,GBP,0.777877
28-Jul-24,USD,GBP,0.77715
29-Jul-24,USD,GBP,0.777595
30-Jul-24,USD,GBP,0.77905
31-Jul-24,USD,GBP,0.77805
1-Aug-24,USD,GBP,0.785641
2-Aug-24,USD,GBP,0.780853
3-Aug-24,USD,GBP,0.780853
4-Aug-24,USD,GBP,0.78202
5-Aug-24,USD,GBP,0.78197
6-Aug-24,USD,GBP,0.788545
7-Aug-24,USD,GBP,0.788745
8-Aug-24,USD,GBP,0.7845
9-Aug-24,USD,GBP,0.785546
10-Aug-24,USD,GBP,0.783853
11-Aug-24,USD,GBP,0.78434
12-Aug-24,USD,GBP,0.78306
13-Aug-24,USD,GBP,0.777235
14-Aug-24,USD,GBP,0.779601
15-Aug-24,USD,GBP,0.77765
16-Aug-24,USD,GBP,0.772082
17-Aug-24,USD,GBP,0.772589
18-Aug-24,USD,GBP,0.772495
19-Aug-24,USD,GBP,0.76985
20-Aug-24,USD,GBP,0.767215
21-Aug-24,USD,GBP,0.76385
22-Aug-24,USD,GBP,0.763545
23-Aug-24,USD,GBP,0.75683
24-Aug-24,USD,GBP,0.756573
25-Aug-24,USD,GBP,0.756895
26-Aug-24,USD,GBP,0.758075
27-Aug-24,USD,GBP,0.75436
28-Aug-24,USD,GBP,0.75798
29-Aug-24,USD,GBP,0.75955
30-Aug-24,USD,GBP,0.761673
31-Aug-24,USD,GBP,0.761586
1-Sep-24,USD,GBP,0.76175
2-Sep-24,USD,GBP,0.760955
3-Sep-24,USD,GBP,0.762585
4-Sep-24,USD,GBP,0.76079
5-Sep-24,USD,GBP,0.758905
6-Sep-24,USD,GBP,0.761739
7-Sep-24,USD,GBP,0.761528
8-Sep-24,USD,GBP,0.761475
9-Sep-24,USD,GBP,0.76515
10-Sep-24,USD,GBP,0.76453
11-Sep-24,USD,GBP,0.76695
12-Sep-24,USD,GBP,0.76152
13-Sep-24,USD,GBP,0.76195
14-Sep-24,USD,GBP,0.761992
15-Sep-24,USD,GBP,0.761209
16-Sep-24,USD,GBP,0.757015
17-Sep-24,USD,GBP,0.759475
18-Sep-24,USD,GBP,0.757535
19-Sep-24,USD,GBP,0.753045
20-Sep-24,USD,GBP,0.75092
21-Sep-24,USD,GBP,0.75092
22-Sep-24,USD,GBP,0.751125
23-Sep-24,USD,GBP,0.749095
24-Sep-24,USD,GBP,0.74479
25-Sep-24,USD,GBP,0.75101
26-Sep-24,USD,GBP,0.74574
27-Sep-24,USD,GBP,0.747943
28-Sep-24,USD,GBP,0.747887
29-Sep-24,USD,GBP,0.747235
30-Sep-24,USD,GBP,0.747635
1-Oct-24,USD,GBP,0.753445
2-Oct-24,USD,GBP,0.75385
3-Oct-24,USD,GBP,0.761519
4-Oct-24,USD,GBP,0.761905
5-Oct-24,USD,GBP,0.762108
6-Oct-24,USD,GBP,0.76194
7-Oct-24,USD,GBP,0.764298
8-Oct-24,USD,GBP,0.763703
9-Oct-24,USD,GBP,0.765255
10-Oct-24,USD,GBP,0.765685
11-Oct-24,USD,GBP,0.765035
12-Oct-24,USD,GBP,0.765169
13-Oct-24,USD,GBP,0.76638
14-Oct-24,USD,GBP,0.765355
15-Oct-24,USD,GBP,0.765375
16-Oct-24,USD,GBP,0.769855
17-Oct-24,USD,GBP,0.76825
18-Oct-24,USD,GBP,0.766093
19-Oct-24,USD,GBP,0.766093
20-Oct-24,USD,GBP,0.76629
21-Oct-24,USD,GBP,0.770285
22-Oct-24,USD,GBP,0.770275
23-Oct-24,USD,GBP,0.774395
24-Oct-24,USD,GBP,0.77098
25-Oct-24,USD,GBP,0.771486
26-Oct-24,USD,GBP,0.771545
27-Oct-24,USD,GBP,0.77175
28-Oct-24,USD,GBP,0.77083
29-Oct-24,USD,GBP,0.76845
30-Oct-24,USD,GBP,0.77168
31-Oct-24,USD,GBP,0.77545
1-Nov-24,USD,GBP,0.77365
2-Nov-24,USD,GBP,0.773964
3-Nov-24,USD,GBP,0.771945
4-Nov-24,USD,GBP,0.771899
5-Nov-24,USD,GBP,0.76674
6-Nov-24,USD,GBP,0.776225
7-Nov-24,USD,GBP,0.770335
8-Nov-24,USD,GBP,0.774114
9-Nov-24,USD,GBP,0.774144
10-Nov-24,USD,GBP,0.77421
11-Nov-24,USD,GBP,0.77675
12-Nov-24,USD,GBP,0.78508
13-Nov-24,USD,GBP,0.78701
14-Nov-24,USD,GBP,0.78965
15-Nov-24,USD,GBP,0.792644
16-Nov-24,USD,GBP,0.792519
17-Nov-24,USD,GBP,0.79257
18-Nov-24,USD,GBP,0.78874
19-Nov-24,USD,GBP,0.787806
20-Nov-24,USD,GBP,0.790285
21-Nov-24,USD,GBP,0.794655
22-Nov-24,USD,GBP,0.798085
23-Nov-24,USD,GBP,0.798053
24-Nov-24,USD,GBP,0.794198
25-Nov-24,USD,GBP,0.797204
26-Nov-24,USD,GBP,0.79535
27-Nov-24,USD,GBP,0.788835
28-Nov-24,USD,GBP,0.787696
29-Nov-24,USD,GBP,0.785423
30-Nov-24,USD,GBP,0.785136
1-Dec-24,USD,GBP,0.78736
2-Dec-24,USD,GBP,0.789933
3-Dec-24,USD,GBP,0.789032
4-Dec-24,USD,GBP,0.787383
5-Dec-24,USD,GBP,0.783739
6-Dec-24,USD,GBP,0.784757
7-Dec-24,USD,GBP,0.784757
8-Dec-24,USD,GBP,0.784409
9-Dec-24,USD,GBP,0.7844
10-Dec-24,USD,GBP,0.782505
11-Dec-24,USD,GBP,0.783361
12-Dec-24,USD,GBP,0.788855
13-Dec-24,USD,GBP,0.792581
14-Dec-24,USD,GBP,0.792173
15-Dec-24,USD,GBP,0.791935
16-Dec-24,USD,GBP,0.787972
17-Dec-24,USD,GBP,0.78676
18-Dec-24,USD,GBP,0.795763
19-Dec-24,USD,GBP,0.800179
20-Dec-24,USD,GBP,0.795485
21-Dec-24,USD,GBP,0.795767
22-Dec-24,USD,GBP,0.795595
23-Dec-24,USD,GBP,0.797865
24-Dec-24,USD,GBP,0.797749
25-Dec-24,USD,GBP,0.79726
26-Dec-24,USD,GBP,0.79815
27-Dec-24,USD,GBP,0.795418
28-Dec-24,USD,GBP,0.795418
29-Dec-24,USD,GBP,0.795026
30-Dec-24,USD,GBP,0.796925
31-Dec-24,USD,GBP,0.796925
1-Jan-24,USD,EUR,0.905987
2-Jan-24,USD,EUR,0.91396
3-Jan-24,USD,EUR,0.9152
4-Jan-24,USD,EUR,0.913505
5-Jan-24,USD,EUR,0.91285
6-Jan-24,USD,EUR,0.91285
7-Jan-24,USD,EUR,0.913925
8-Jan-24,USD,EUR,0.913202
9-Jan-24,USD,EUR,0.914805
10-Jan-24,USD,EUR,0.911195
11-Jan-24,USD,EUR,0.910645
12-Jan-24,USD,EUR,0.912204
13-Jan-24,USD,EUR,0.912204
14-Jan-24,USD,EUR,0.913645
15-Jan-24,USD,EUR,0.91362
16-Jan-24,USD,EUR,0.91926
17-Jan-24,USD,EUR,0.91868
18-Jan-24,USD,EUR,0.91923
19-Jan-24,USD,EUR,0.916204
20-Jan-24,USD,EUR,0.916204
21-Jan-24,USD,EUR,0.91815
22-Jan-24,USD,EUR,0.91935
23-Jan-24,USD,EUR,0.921085
24-Jan-24,USD,EUR,0.918965
25-Jan-24,USD,EUR,0.92195
26-Jan-24,USD,EUR,0.920504
27-Jan-24,USD,EUR,0.920504
28-Jan-24,USD,EUR,0.922255
29-Jan-24,USD,EUR,0.923025
30-Jan-24,USD,EUR,0.922245
31-Jan-24,USD,EUR,0.925635
1-Feb-24,USD,EUR,0.919595
2-Feb-24,USD,EUR,0.92535
3-Feb-24,USD,EUR,0.92535
4-Feb-24,USD,EUR,0.927635
5-Feb-24,USD,EUR,0.930975
6-Feb-24,USD,EUR,0.92966
7-Feb-24,USD,EUR,0.928055
8-Feb-24,USD,EUR,0.927925
9-Feb-24,USD,EUR,0.92725
10-Feb-24,USD,EUR,0.92725
11-Feb-24,USD,EUR,0.926105
12-Feb-24,USD,EUR,0.92835
13-Feb-24,USD,EUR,0.93375
14-Feb-24,USD,EUR,0.931815
15-Feb-24,USD,EUR,0.928215
16-Feb-24,USD,EUR,0.92785
17-Feb-24,USD,EUR,0.92785
18-Feb-24,USD,EUR,0.927245
19-Feb-24,USD,EUR,0.928075
20-Feb-24,USD,EUR,0.92495
21-Feb-24,USD,EUR,0.92422
22-Feb-24,USD,EUR,0.92377
23-Feb-24,USD,EUR,0.92305
24-Feb-24,USD,EUR,0.92305
25-Feb-24,USD,EUR,0.924245
26-Feb-24,USD,EUR,0.92161
27-Feb-24,USD,EUR,0.922201
28-Feb-24,USD,EUR,0.922685
29-Feb-24,USD,EUR,0.925545
1-Mar-24,USD,EUR,0.921604
2-Mar-24,USD,EUR,0.921604
3-Mar-24,USD,EUR,0.92232
4-Mar-24,USD,EUR,0.921265
5-Mar-24,USD,EUR,0.921165
6-Mar-24,USD,EUR,0.917515
7-Mar-24,USD,EUR,0.913255
8-Mar-24,USD,EUR,0.913704
9-Mar-24,USD,EUR,0.913704
10-Mar-24,USD,EUR,0.913855
11-Mar-24,USD,EUR,0.914835
12-Mar-24,USD,EUR,0.915125
13-Mar-24,USD,EUR,0.91295
14-Mar-24,USD,EUR,0.918855
15-Mar-24,USD,EUR,0.91755
16-Mar-24,USD,EUR,0.91755
17-Mar-24,USD,EUR,0.91892
18-Mar-24,USD,EUR,0.91967
19-Mar-24,USD,EUR,0.920555
20-Mar-24,USD,EUR,0.914335
21-Mar-24,USD,EUR,0.920645
22-Mar-24,USD,EUR,0.920504
23-Mar-24,USD,EUR,0.920504
24-Mar-24,USD,EUR,0.92529
25-Mar-24,USD,EUR,0.92268
26-Mar-24,USD,EUR,0.923185
27-Mar-24,USD,EUR,0.924805
28-Mar-24,USD,EUR,0.92655
29-Mar-24,USD,EUR,0.92595
30-Mar-24,USD,EUR,0.92595
31-Mar-24,USD,EUR,0.92657
1-Apr-24,USD,EUR,0.93136
2-Apr-24,USD,EUR,0.928665
3-Apr-24,USD,EUR,0.922655
4-Apr-24,USD,EUR,0.922802
5-Apr-24,USD,EUR,0.92185
6-Apr-24,USD,EUR,0.92185
7-Apr-24,USD,EUR,0.92334
8-Apr-24,USD,EUR,0.920602
9-Apr-24,USD,EUR,0.92093
10-Apr-24,USD,EUR,0.930985
11-Apr-24,USD,EUR,0.932275
12-Apr-24,USD,EUR,0.93715
13-Apr-24,USD,EUR,0.93715
14-Apr-24,USD,EUR,0.939099
15-Apr-24,USD,EUR,0.941135
16-Apr-24,USD,EUR,0.941502
17-Apr-24,USD,EUR,0.937285
18-Apr-24,USD,EUR,0.939515
19-Apr-24,USD,EUR,0.937504
20-Apr-24,USD,EUR,0.937504
21-Apr-24,USD,EUR,0.93826
22-Apr-24,USD,EUR,0.93863
23-Apr-24,USD,EUR,0.93435
24-Apr-24,USD,EUR,0.934625
25-Apr-24,USD,EUR,0.9321
26-Apr-24,USD,EUR,0.93435
27-Apr-24,USD,EUR,0.93435
28-Apr-24,USD,EUR,0.93401
29-Apr-24,USD,EUR,0.933235
30-Apr-24,USD,EUR,0.937535
1-May-24,USD,EUR,0.93285
2-May-24,USD,EUR,0.93185
3-May-24,USD,EUR,0.92835
4-May-24,USD,EUR,0.92835
5-May-24,USD,EUR,0.929555
6-May-24,USD,EUR,0.92874
7-May-24,USD,EUR,0.930195
8-May-24,USD,EUR,0.930525
9-May-24,USD,EUR,0.92735
10-May-24,USD,EUR,0.92704
11-May-24,USD,EUR,0.92704
12-May-24,USD,EUR,0.92849
13-May-24,USD,EUR,0.926499
14-May-24,USD,EUR,0.924701
15-May-24,USD,EUR,0.918325
16-May-24,USD,EUR,0.92017
17-May-24,USD,EUR,0.917904
